standardize,l2norm,pca_dim,metric,algo,k,linkage,kmeans_init,kmeans_n_init,sil,dbi,ch,score,features_file,trial
False,False,128.0,cosine,agglom,10,average,k-means++,50,0.10046979784965515,1.252363852034907,14.091425882317717,0.5726306503696064,features_anteojos_forma_autoencoder.csv,50
True,True,64.0,cosine,kmeans,7,ward,k-means++,50,0.1740988790988922,1.8816902604385297,17.068106057832864,0.5552536496379126,features_anteojos_forma_autoencoder.csv,11
True,False,128.0,euclidean,kmeans,6,ward,random,50,0.11112343519926071,1.632386731343084,30.58014342979533,0.5521671138467231,features_anteojos_forma_autoencoder.csv,49
False,True,64.0,cosine,agglom,10,complete,k-means++,50,0.12660335004329681,1.5109261803807736,13.599845814584484,0.5520624599753778,features_anteojos_forma_autoencoder.csv,18
True,True,64.0,euclidean,agglom,4,complete,k-means++,50,0.16415522992610931,1.9012239766488275,20.347901409149785,0.5495331421053997,features_anteojos_forma_autoencoder.csv,1
True,True,64.0,euclidean,agglom,6,ward,k-means++,20,0.16734910011291504,1.9646853297644513,17.82942121292107,0.5403118681730678,features_anteojos_forma_autoencoder.csv,41
True,True,64.0,euclidean,agglom,6,complete,random,10,0.1694691926240921,1.9971418203833977,16.91636875077884,0.5369531418230926,features_anteojos_forma_autoencoder.csv,21
True,True,128.0,cosine,kmeans,3,average,random,50,0.16414526104927063,2.1262182509499694,24.558015045688652,0.5331365908565677,features_anteojos_forma_autoencoder.csv,43
False,True,128.0,cosine,agglom,12,complete,random,50,0.11593860387802124,1.5392117746265856,11.441405947335394,0.5326444162772714,features_anteojos_forma_autoencoder.csv,34
True,True,64.0,euclidean,agglom,10,ward,random,20,0.15170441567897797,1.8524143523840955,14.428183725611728,0.5311409851840101,features_anteojos_forma_autoencoder.csv,35
True,True,64.0,euclidean,agglom,5,ward,k-means++,20,0.15588994324207306,2.06607515946387,19.176215621267744,0.5203922397001953,features_anteojos_forma_autoencoder.csv,40
True,True,128.0,euclidean,kmeans,6,average,random,20,0.15648257732391357,2.0534102493514057,16.754032427448834,0.5174933091435325,features_anteojos_forma_autoencoder.csv,27
False,False,128.0,cosine,agglom,7,average,k-means++,50,0.046330515295267105,1.3462343452892525,17.552852075671165,0.5076511037388758,features_anteojos_forma_autoencoder.csv,7
False,True,64.0,cosine,agglom,6,complete,random,50,0.09689556062221527,1.76089554484928,14.005016060027009,0.4871069088571066,features_anteojos_forma_autoencoder.csv,47
True,True,,euclidean,agglom,10,ward,k-means++,50,0.12263981252908707,1.9823283381894878,12.943502991495626,0.4838353045680034,features_anteojos_forma_autoencoder.csv,17
True,False,64.0,cosine,agglom,12,complete,random,10,0.06001865118741989,1.9849680687140863,7.223008654974253,0.4094766274128272,features_anteojos_forma_autoencoder.csv,31
True,False,,cosine,agglom,10,complete,k-means++,20,0.06254586577415466,2.1058189368858025,8.094827303637325,0.40071179147812686,features_anteojos_forma_autoencoder.csv,46
