dim0,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32,dim33,dim34,dim35,dim36,dim37,dim38,dim39,dim40,dim41,dim42,dim43,dim44,dim45,dim46,dim47,dim48,dim49,dim50,dim51,dim52,dim53,dim54,dim55,dim56,dim57,dim58,dim59,dim60,dim61,dim62,dim63,name
10.233181,-5.9754915,-4.497976,-0.45173636,-8.116227,2.943475,5.9748163,-2.591294,-0.45929125,-6.9844685,0.5366116,4.313771,-3.9423192,-2.4549835,2.2123923,1.2811321,4.018188,2.6180367,3.060944,1.2682134,4.4780664,-0.95916057,3.5325587,1.1446965,-1.3203824,2.4165728,0.51185966,-2.0378733,0.37039486,1.2148424,2.0887458,1.3076457,-0.1480664,1.0943418,2.6710362,1.2941256,-0.9039993,0.75778824,-1.4777526,3.16697,1.5367529,-3.5308394,-0.5159635,1.4616956,-0.74688643,-1.5096656,2.2231622,-0.20385003,1.0223582,1.5250217,-2.1917038,0.5810372,0.59459543,0.04132551,-1.4157641,-2.548605,-1.09719,1.8249439,-0.29594368,0.06029359,1.3898741,-0.5191337,0.3290949,1.9162272,779517V44508107.jpg
6.009463,-9.716017,-2.6990628,-7.9886737,-4.076351,0.32722396,-5.0191097,2.0980957,0.7768456,0.29702547,1.8472891,0.1784024,0.6580217,-0.22682703,-4.46346,3.0231209,-2.6279771,-4.4823794,-1.9249413,3.0035417,3.1753335,-2.0887952,3.309521,-2.9437973,4.1554337,5.3368382,-1.4579421,-1.4707733,-4.0151677,2.472519,1.5435374,-3.099081,-0.1712262,0.92603344,-1.3755853,-0.24233012,-1.7898095,-0.50806856,-2.2174497,-2.7973912,-3.4145718,-0.16135563,1.3300524,1.2220904,0.7121934,1.6146096,-2.1129258,0.6294214,0.53479666,1.1773305,-0.47931886,-2.3816044,-0.5469436,2.27069,2.066183,0.50542486,-1.7357979,2.9092646,-0.8924099,-1.882831,0.7903997,1.9331588,0.4460411,1.0298176,779523VBL801049.jpg
6.0950794,-7.5987444,1.3562561,-3.0061886,-2.97811,2.0681438,-2.3362703,1.8903695,2.4272325,-0.43243903,2.384102,3.431444,0.0037455934,-1.3257105,-5.7122765,2.2185507,-0.9525289,-3.6215463,-3.4503155,0.6553401,4.105946,3.12669,2.504379,-1.8224051,1.3564162,3.880495,0.8501821,0.19763462,0.9552763,1.8108864,2.564882,0.1444255,-2.706866,0.5300647,-0.17908236,-1.6367186,0.3183056,0.29917884,0.6719672,-0.86122155,-1.755015,-1.5378463,-0.31079552,1.5682572,1.1247042,-1.5707644,1.4049166,-0.6331461,-1.5452293,-1.5184462,-0.6937931,-0.1446828,0.71648127,-0.043001186,0.48994222,0.10913199,0.7108869,-0.73961043,-0.97529143,1.0049211,0.2812491,-0.23877798,0.6732067,0.06888049,791644V2Q301049.jpg
0.28461486,-3.6938448,1.6555029,-4.7522287,-3.97565,-2.3287692,-7.2609987,-0.26868612,0.25158307,0.32414946,3.6247327,3.873163,1.1300977,1.1645046,-3.691822,-1.1705843,1.2452582,-1.3042607,-0.58061415,3.3455865,-0.46274036,2.0547569,-0.62941694,2.2730663,-0.7711203,5.8945384,0.06455134,-0.15852645,3.1154408,-2.1814337,0.7706154,2.788731,-1.6166575,-1.6827924,0.73128104,-0.60659784,0.80808324,1.5315572,1.7148067,-0.40809044,-2.2058458,-0.3283883,-0.5966083,0.34404397,-1.1854155,0.12520166,-0.98221177,-0.8274304,1.7785586,-0.26994106,0.7781223,-0.6990333,2.4872668,-0.7464401,0.22064276,1.2945201,0.041773748,0.7504223,1.7446024,0.6153124,0.47365233,-0.09755191,-1.6101791,0.4822854,791644V2Q302819.jpg
-3.871103,-7.6534753,0.37320805,1.1302589,-0.33120352,-0.8070278,4.5499353,-5.4761105,-4.5462136,-1.1496036,-2.423536,6.53089,4.5088077,0.4954952,0.11542372,1.4755232,-1.5940934,2.2833774,1.901199,-2.2280369,-0.7101734,1.5560743,-0.8469522,0.256794,4.704784,-2.6930094,0.31675413,-2.0321283,0.91745603,1.1630707,0.014400851,0.91687167,0.53001845,1.3528591,1.1433029,1.8158994,2.635291,-2.6794713,-1.0496786,3.5075622,0.5869953,0.2856574,-1.6141781,-1.205392,0.8503697,1.5884856,-3.1206102,0.9850269,-1.8582878,0.81598574,3.109922,-0.9853118,2.35633,-0.32259098,3.0489843,0.34771013,1.5812026,0.67228997,-2.179757,0.29827943,-0.490617,-0.8771926,-0.12911543,3.4518847,799385V44501219.jpg
11.047556,-1.4986173,-9.720193,7.8272443,-4.216391,-0.5702722,0.79768044,4.6917806,-0.9331495,-3.981153,0.72936684,-0.66613597,3.5900822,4.9053235,2.81701,4.6833754,3.4011846,1.3208326,-0.68039066,-0.37732485,1.2737417,-0.7307704,-2.4985106,0.7259866,-0.4740286,-0.18489575,6.3363414,-7.062646,3.832692,-0.07826686,0.25978914,-1.833871,-0.6390983,1.3239707,-0.33351338,-0.3918087,-0.1659973,-1.4619349,2.3272424,0.42580727,0.3321268,0.11165988,0.6002688,-1.8384748,-0.74599725,1.5753639,-2.1462784,-1.2803386,-0.16853827,-0.37325534,-0.32372385,-0.27189407,-0.39935148,3.1109273,-2.5734723,-0.054313555,2.473768,1.204125,-1.0988195,0.035968166,2.0375338,3.0793471,-0.7696751,-1.6002074,799386V44501251.jpg
8.165221,1.3876654,-8.833318,12.595999,-3.0469916,3.3809264,3.4207594,4.977048,0.8664481,-10.1912365,5.1892467,-1.8690832,2.4178362,3.2465398,1.3657607,2.4009395,3.3067389,1.3852289,-3.4269352,-1.6185073,-1.9936568,-2.178516,-5.1378803,1.4852451,0.5494691,-2.7048953,4.628202,-3.4234722,1.7188913,0.85106945,4.592242,-1.9182775,-1.0840638,-0.07175481,-1.8179013,-2.492024,-2.374439,2.5692315,1.208523,-1.3877926,-0.2215317,-2.422028,-3.5302513,3.012373,-1.4575688,2.662843,-1.5850629,2.4172914,-3.1454449,-3.491556,-0.29439682,0.5299424,-2.5366302,-1.3566033,1.4158341,-2.3653662,-0.61837125,-0.16234389,1.492407,2.6962633,-1.9245028,-1.1076909,1.0333474,0.57685965,799386V44508045.jpg
7.137936,-1.3534962,-6.2497993,5.5222716,-2.1452763,3.3123531,4.7391624,1.1760645,-1.4625254,1.6047045,0.7645854,1.4315593,2.1448097,0.86473024,4.8940306,-4.0879474,3.208419,1.6155972,-5.7371807,2.257123,0.10438724,-3.8254905,-6.13671,-1.363668,-3.240567,-0.58832383,0.51780623,-0.95860684,1.8260264,-0.40086615,3.3804128,-1.0024589,-0.97438174,0.8411334,0.5432146,-0.69900703,0.93068546,1.8564337,0.39337307,0.8469476,-1.5490072,-0.5511188,1.8055111,-0.6710781,0.7123369,2.7102475,0.7595925,0.35447776,1.223472,1.5410367,0.846793,0.7551275,2.2092602,-0.85371625,0.42848086,-0.59195054,-1.3443383,0.27408946,0.98881567,-0.052970313,-1.3492098,0.30482882,-1.3844479,0.3707917,799386V44508118.jpg
-19.709787,-12.542595,-5.966554,-0.35765478,-6.938985,-5.1025844,-1.414098,-3.3981655,-4.1482615,-3.4458191,2.4118288,-1.1943637,-5.3415184,1.2063985,1.0775023,-3.3604603,0.5492266,2.6082308,-2.530944,-0.65052503,-1.3291748,5.183438,-1.0773511,-4.1956544,0.7259603,-2.0573134,-3.2944708,0.79179764,0.3245145,0.54837275,-2.8405433,0.75192195,-0.21817246,-0.5420526,1.8474083,-0.6950428,-0.77984697,-0.92619663,0.34975535,-0.42800018,-1.061622,0.12170849,-2.9579184,3.6335628,1.0447501,-0.76018095,-1.0184984,0.5189153,-0.18717504,-0.55431616,-2.249566,1.9254011,-0.09433511,0.36416316,-2.7544105,0.27017602,1.136174,0.9138535,-1.4309016,-0.8800354,0.5321699,1.2706797,0.2743364,-0.4772547,799387V2Q301049.jpg
-20.385279,-2.6078553,-7.4796605,6.5474567,0.09222159,-4.133679,-6.707718,-2.4661052,-1.9406961,0.27661642,7.144614,-7.3778567,-5.5580645,-2.068355,1.8861573,-2.155063,-3.6528614,1.9791864,-2.214139,-5.544147,-5.0940123,3.2448187,0.25682896,-1.172809,3.730559,-2.482286,0.23630655,0.8194891,-1.5686058,2.0278332,-2.8865094,1.7540022,1.6702402,1.259917,0.53536594,-0.6461714,2.309107,-1.7982429,1.0748928,1.7525673,-3.3006124,-1.2261347,0.07106471,2.3304975,0.62978166,0.9596471,-0.69689137,-2.0748777,-2.0696974,-2.7131422,0.071166754,-2.267873,1.5469482,-0.7885764,-2.5753071,1.9810097,-0.3460463,1.8916584,0.97759086,-0.17528382,0.13471656,-1.7627815,0.8748818,0.57400393,799387V2Q302819.jpg
-4.5305276,-10.621648,-2.0876186,-5.0372353,-3.2641037,-0.22907026,0.41759044,5.285673,-0.747808,-0.77592915,-4.054479,4.863391,4.809819,-3.414672,-4.8990254,1.8441626,-5.959356,-3.1550808,4.2355995,2.6945136,-1.7292602,-0.74811405,-2.2541256,-0.3306717,-0.4037212,-1.0666023,-1.0497953,-3.12721,-0.06923483,0.8361659,-0.1804173,0.7370255,0.8416457,-0.32136828,0.67795,-2.4855778,-1.5479517,0.1418056,-1.2772084,-2.0659256,0.16603382,-1.2869616,3.1341908,1.3862437,-0.39763606,-0.40844005,-3.8881733,0.8231328,-0.5507558,-0.38142395,-0.6180618,0.09125389,-1.2436696,-2.1412067,-0.7668408,0.20759642,0.8434894,1.579827,-1.5671515,3.1566727,0.51180685,0.50355613,0.2011255,-1.6602937,799389V2Q301049.jpg
-21.022852,9.466918,8.433737,-10.602388,-9.199746,0.74368167,18.530928,4.7205987,8.302106,1.6848168,6.791795,-2.4951658,2.6091247,3.063202,0.10778054,-3.019958,-1.8665699,-2.0012345,0.18572098,3.6002834,-2.0713413,5.903842,-0.9254856,-1.3321158,1.4004805,0.070196375,0.082643606,-0.82903165,-5.044624,0.8602744,0.4969757,-2.840711,0.9358967,-0.4596534,3.3503237,0.1550945,1.304822,4.2646856,-2.3698509,-0.6806553,1.9810178,1.4177953,-3.5005608,-3.9513803,-2.9421825,-2.658907,-1.0808389,-1.4895835,-2.1851075,-3.338046,0.221365,2.5159678,1.7132456,2.5898435,1.3024858,0.50666434,-1.3442215,-0.031470284,1.3815094,1.4280051,0.21361959,0.99767727,-0.88397026,1.922393,799394V2Q301049.jpg
-15.713927,21.561981,5.626873,-10.141461,-12.845431,-3.565369,12.649858,12.15478,10.71484,8.92838,14.186256,5.1343575,10.946914,0.9952164,2.7061622,-3.9030638,-0.11463792,2.3772771,1.5266443,-0.06536493,2.3922825,-5.2143364,-1.4743911,3.4752872,5.124045,1.0591753,-0.81934494,3.8400557,4.3996406,2.352759,-3.8199475,1.3450006,-4.1562395,-1.3884246,1.5455538,-1.438206,1.7939807,-3.6699376,3.197952,0.54436797,-0.71124005,-0.14342195,2.119908,2.0188172,0.723962,0.8207899,1.8281507,-0.40447444,2.175724,0.12837224,-1.6537296,-0.46712682,-2.3496416,1.2448654,-0.22313179,0.62917304,1.1967521,-0.4796124,-0.2033558,0.11868316,-0.8837566,-0.018631242,0.96571016,-0.32652718,799394V2Q302900.jpg
-10.088414,-6.6290107,3.4571302,-4.621607,-7.146921,0.14590123,0.75561273,2.2164397,0.28979242,3.5861483,-3.060545,3.815797,4.720301,1.1447667,-2.5292516,-1.6854928,-0.61355674,-4.54648,2.3800104,1.4901364,-2.4453492,0.66748226,-3.546489,-4.37982,2.0624413,-3.0988002,-3.2494695,-1.9839015,0.77554345,-0.4312719,2.7459524,-0.08030701,0.73934436,-1.4785568,3.57995,-2.6845737,-2.1606717,3.2188041,0.3024252,0.5285391,0.41240048,-0.002760615,0.57888937,-0.5481682,-0.36786416,-1.2883415,-1.2100716,1.2597903,-1.8342297,0.99306285,1.6751689,-2.1113842,1.0211576,-1.4620193,-2.8465617,0.30286378,-2.0588257,-1.6121216,-2.2012541,-0.8388494,0.53811383,0.46681267,1.4019984,-0.84063226,799396V2Q301049.jpg
-13.209215,-1.8746006,-6.81908,3.5992448,16.815401,-2.4149156,12.64496,2.2825615,1.4784248,3.9575474,0.9489165,-2.7038631,-1.3666108,-2.030539,-9.49403,2.653319,-2.7563314,4.2761493,3.9722354,-3.6327376,-1.4821584,0.4434771,1.9115977,2.379037,-2.8676946,4.047233,-0.021112356,-0.123769216,-0.2721859,-1.9058121,0.2602342,-4.0270724,-0.16934258,-0.33282474,0.746412,-1.4795623,0.9323335,0.04481308,3.9092264,-2.0875154,4.1446953,-1.7930129,-0.7046999,1.1270148,1.0039597,-0.30801278,-1.6567161,-2.026439,-0.61462784,0.69783586,-1.4637761,-2.638963,-0.45136848,-1.0157244,1.9491129,-0.13416326,-1.2490401,0.518102,0.83004993,-1.5354544,-0.46426055,1.0490837,-1.7952331,-0.76253575,799397V2Q301423.jpg
-1.1699078,0.9342287,3.474395,3.8781767,14.716182,0.32516414,0.2669239,1.5006791,2.5247407,-1.103668,4.368884,-3.878353,3.5278387,-0.052272063,1.4523133,3.0459414,-2.6147223,-1.2146711,-0.26033342,-4.2812443,-0.359661,0.8074888,1.4043548,-2.084213,-1.0879353,0.5492389,0.2689742,-0.090074964,3.0461483,-0.68328065,1.2671499,-0.7434816,1.2947708,0.12127565,-0.3259506,-0.8991457,-0.29897746,-1.8998922,-0.5181569,-0.09803124,0.13301739,0.049068198,-1.9762739,-0.21631709,0.6335935,1.2449696,-0.035502262,-1.1364814,1.7906882,0.1473149,1.8559476,-0.20397113,0.4866855,-0.06748741,0.06986831,0.3605414,-0.24150774,0.31402758,2.2918186,-0.5344206,1.9424804,0.73854166,1.1488851,0.74200535,799397V2Q301511.jpg
-15.24325,-9.184436,-5.8088217,5.0418878,11.540753,-4.8394933,4.4646573,4.027135,-1.3992379,4.249786,-2.0656528,-1.5952017,-0.40067825,-3.028609,-3.6342967,-1.4025562,-0.72665036,0.5128012,2.5862272,-0.8701416,1.6181828,-1.9768416,0.3978462,-1.1143026,-1.5394094,1.714437,2.5336668,1.3513286,0.10706175,-1.2647876,-0.030057793,1.0582753,0.85468906,-0.08140032,1.848083,0.5532213,0.20827737,0.8776063,1.8276926,-1.818383,0.26599777,-0.320513,0.15781504,1.558842,0.9854992,-2.7631216,0.2542444,0.17916417,-1.1876934,1.3670723,0.6228271,-0.93023974,-0.09406015,-0.08916979,-0.17214455,0.31249008,1.0525801,-1.0535073,-0.1412006,1.0855187,-1.0086008,-0.41860193,-0.7794118,-0.2599173,799398V2Q301423.jpg
5.7983313,0.565105,2.9909668,0.19408247,13.687307,-2.3631184,-0.7977464,2.4404352,-0.47637805,2.5306711,2.196867,-3.6125398,2.3125985,-0.45049593,0.7067863,-0.33780345,-0.88034725,-3.3903463,-0.24985707,-2.674804,0.5177667,-0.13020246,-0.2155082,-1.7555112,1.3060515,0.6277862,-0.078769475,1.6631244,1.0105296,0.05049219,1.1506313,-0.6536314,1.7931973,1.5395552,0.77378035,-0.34928986,0.09186569,-0.4318357,-1.483704,0.4771838,-2.0995173,-1.1215764,0.745769,-1.8050798,-0.76594734,-1.7223032,-0.7252082,0.18619315,0.045454197,1.803287,0.9601832,0.99943775,-0.3958479,0.65778935,-0.12972896,-1.9728614,0.99607307,-1.3295321,2.0761418,-0.17213649,-0.012653672,0.3545383,1.4096198,0.7761448,799398V2Q301511.jpg
9.884637,-1.0726438,-0.50845635,5.0545554,4.4598374,-1.0597775,-1.6365273,6.1816683,2.865208,-0.6177242,1.8814925,2.0724387,1.3643785,1.1751486,0.8326671,-3.9063878,-2.6460016,-3.986639,-0.90954083,-5.171489,4.9400897,-2.1391459,0.29591382,-3.8602483,-2.246093,0.5502889,-0.77320254,-0.9851176,-3.565924,-1.9365766,-0.9029076,2.1820216,-0.1276923,-0.36556685,-1.1530483,-0.41189352,1.7290746,1.5132082,-1.037154,1.4552928,-0.6886024,1.1885431,-0.09061039,-0.10576928,-2.0651088,-0.6737305,2.4804971,0.39450142,0.2252864,-0.12499463,1.5804636,-0.5421966,-1.2210512,-1.6421901,-0.21550217,-1.9146378,0.438782,1.045263,2.5826592,-0.23085114,0.51715684,-1.3724171,0.0007930705,0.5968779,799398V2Q302018.jpg
-11.993826,-11.777982,-7.6238375,3.2514563,10.517367,-4.253911,3.3012266,5.445154,-1.7654746,4.7181783,-2.462987,-3.95628,-0.9065892,-4.3254666,-2.1796792,-0.64017874,0.038281526,1.0595647,1.7000293,-1.4112982,2.3198795,-4.8668175,0.9003431,-0.73114216,0.47877055,0.89628965,1.1270552,1.8922815,-0.4058633,-1.4657003,-0.12061389,2.465196,-0.08727294,-2.154482,0.809001,0.31689417,-0.20051622,1.7985924,-0.068286575,-2.1669383,0.39218587,2.4318497,-1.3020947,0.3897168,-0.17606716,-1.9126546,0.29701298,1.1716022,-1.2331107,-0.8921206,-0.6016719,0.5350003,0.72787744,1.1435285,-1.1748507,-0.15958236,0.27564332,0.44555876,-0.46582875,0.22054729,-0.8945476,-0.15829746,-0.98344797,1.3298905,799399V2Q301423.jpg
2.364358,-5.811609,3.0563118,0.3700062,10.536548,0.89144385,-0.33789715,2.4155629,-0.49223047,0.9912981,0.7176607,-0.36798146,0.024015538,-1.1609297,2.1878977,0.35916707,0.9453477,-1.6226976,-0.1683586,-0.223367,1.4888779,-1.9742856,-1.0825498,-3.0905006,0.3206917,-0.3078242,-0.34843013,0.77047753,1.3123769,-0.56334955,1.1787047,2.030871,1.2361853,-0.2953106,-0.65671605,0.9011782,1.150108,-0.383805,0.12487993,2.2358925,-1.4490268,1.1031221,-0.6289625,0.6842062,-0.500052,-0.6805314,0.3409816,0.57251304,1.8414679,-0.85497975,0.48606914,-0.9269767,-0.24985877,0.802439,0.14679053,0.092964225,0.24329567,0.6149836,0.08757823,0.13186519,0.11913037,0.7806705,0.56699014,0.9160723,799399V2Q301511.jpg
9.619033,1.5792891,2.064385,-1.4678972,13.004974,4.13936,0.39413822,3.0337021,2.432304,-1.9089063,7.828675,-3.0938132,1.5750937,-2.4368572,1.2463253,5.3174114,-3.9563134,-0.29211015,1.9845635,-2.592029,-0.83603555,2.5692327,1.3854514,-1.310071,2.1188018,-2.229828,-1.4562589,1.5060874,2.6672163,-0.86559856,0.65355086,0.9675972,0.68375444,-1.1892961,0.78968835,-0.9576409,0.5436948,-0.18531825,0.08084006,2.0704963,2.1071324,-2.5186856,0.34954184,-0.6635564,-2.4441788,1.6212664,-0.71658635,1.4431583,-0.8308302,1.7610186,0.7911067,2.6230052,1.439446,-1.4888152,0.08126693,-0.54100275,-0.27939776,1.3279428,2.423041,-0.35859397,0.52570695,0.67565006,0.8753706,-1.6822729,799400V2Q301511.jpg
25.626099,-2.8816772,-1.5450208,-3.9115853,4.4736624,4.2911496,2.71964,8.393987,4.778631,-5.218425,-2.5235963,6.3728657,-1.13085,1.6599728,0.8449641,-2.735995,-4.6528764,6.797224,-1.9960915,4.003279,-2.9460044,3.2744253,1.4499547,-2.3248343,-4.534011,-1.7529958,2.3382688,5.207725,-1.7075849,1.6018835,-2.2972198,2.8423364,0.9205384,-0.17151402,1.6549599,-0.36164686,-0.94276863,-1.9167805,0.079401106,1.8264905,-2.8018653,-1.6302016,-0.80695367,-1.8236859,-1.5531666,-1.3678322,-2.3071363,-1.0844332,0.466251,0.9058748,1.1818941,-1.065014,0.18773808,-1.1230721,-1.3325734,1.3958156,1.286876,-0.39017138,-2.1403775,-0.41849455,-1.6659565,0.08156825,1.547861,-1.9266068,799400V2Q309755.jpg
-4.7653127,-4.3364425,0.13146633,4.05552,12.537806,-0.78186804,-2.452056,7.0623217,1.64213,6.16905,1.1442957,-2.4128757,2.9232063,-3.4913218,2.3170953,2.3387265,-2.593824,1.7579885,-0.173813,-2.1581993,0.22328967,-2.3365307,2.3003924,-2.5836074,1.4112438,-0.5644456,1.8207008,0.43129003,2.8299055,0.0752198,1.0142787,0.18187888,-0.88401073,0.039819952,1.2065989,-1.6407473,-1.0010928,-0.952773,-4.9778614,-1.2997292,0.29339188,-0.2981106,-3.1368709,-2.4069428,0.5906039,-0.37579173,-1.4087927,0.58641106,2.1983235,-0.3445652,-3.064014,1.6499474,0.48832405,0.5474454,0.3053069,-0.33397686,-0.12307574,-0.14029971,-0.2907633,-0.8042551,-0.41135767,0.53457624,1.8229734,-1.1157027,799401V2Q301511.jpg
10.795886,-8.898459,-5.133586,4.223323,0.72480994,1.6941779,1.0043913,15.005947,1.1939406,-3.6853273,-5.049308,6.5835185,-1.593788,0.8050484,-1.968356,-2.9530017,-2.369271,4.451389,-2.371993,1.733176,1.7845949,-3.845091,0.6684243,-0.8528796,-4.8454804,0.20817524,0.911303,4.23677,-2.9318566,0.76955295,-0.40742975,3.3008127,0.18641223,-1.0233094,1.433763,-0.8608407,-0.6697203,0.7946632,-1.9297899,0.06697177,-1.5105145,-1.0882913,-1.6649483,-1.7464336,-0.37524828,-0.5782512,0.26239705,-1.6472211,-1.0023746,-0.75267535,1.0402865,-1.448784,-0.98669744,-0.47836292,1.9201572,-0.3519302,-0.12106668,-0.24650446,-0.32114092,0.7308664,-1.2319106,0.6700572,1.3800135,1.173722,799401V2Q309755.jpg
-5.751814,-8.143889,4.7421055,-5.008655,2.6755686,0.67584014,-2.6537802,2.83181,-0.27725953,0.6724134,-9.71029,0.09639798,0.74832255,-1.6525534,1.9656187,-2.3941052,5.4496017,0.17331629,-0.2977733,-1.5049949,-0.91888386,0.30245563,-2.1188357,2.0113459,1.5439954,-4.115042,1.5788598,1.9033191,0.28348956,1.1173378,2.216516,0.42801479,-2.5334268,-1.4927812,-2.1083546,1.1892995,-0.69556266,3.6410768,1.6973728,-0.6531891,1.9300115,0.09831819,-1.276764,-0.11150708,-0.9773058,-1.8990831,1.0875412,-0.74556446,0.09516343,0.31290317,-1.544693,-0.69794714,-0.8447412,2.0082884,-0.4472583,1.4202567,-0.88363975,1.2792771,-0.9110114,-1.4790719,0.15135092,-0.16216016,-2.0276477,0.43489552,799402V2Q301423.jpg
13.03271,-5.4904575,0.36181822,-1.6151217,2.8697362,-0.66206104,-7.267557,6.2392497,3.8078573,1.4211657,2.6098316,1.7083681,3.997131,2.2792592,-4.4166393,1.8099214,1.9742271,-0.21989253,0.953636,-3.204575,2.441785,-1.1769458,0.8148458,0.4358999,1.3948694,-1.1181858,-2.5060956,-0.12001163,-1.104852,-1.1530378,-0.22507048,-0.24302296,-1.8969024,2.0597055,-0.28287044,-1.0465846,-1.3811613,-1.4808856,0.04132036,0.22135639,1.6170516,-0.6073514,-0.834288,-2.3127406,-0.78487444,0.004634371,0.58840734,1.4062109,-3.2457204,1.2181412,-0.27663663,0.28416416,0.4723201,0.0070923246,0.7262838,1.6132854,0.733417,0.8856972,-0.108832076,-1.4414206,0.7447782,-0.65236795,-1.5939802,1.2902839,799402V2Q301511.jpg
-11.581226,-0.09228255,0.88765913,7.0039167,-1.9901471,1.1875287,-0.8028927,0.117656045,-1.0201937,2.1441727,-3.2147799,2.0786254,5.174569,-7.5675273,-0.53503156,-3.4877129,-3.2977998,1.4855921,-3.0780578,1.8695357,-3.8457274,0.05127164,-2.4884036,4.47787,-1.040011,-2.5152898,-2.0843601,0.61018586,0.4604611,-1.8974106,-0.42574838,-2.469852,1.6474215,-0.25022095,-1.3313193,-1.3214267,-1.6236665,-1.4256302,-0.9142066,-0.20057571,-0.05858451,-0.2783221,1.9490658,1.8480346,-1.7145056,-0.12140883,0.12618792,0.43344963,-0.17344046,-1.7449191,-0.54903406,-0.48450643,1.1148144,-0.6963468,-0.33597806,1.2205167,-1.422307,0.061516378,-0.23877808,0.29371703,-1.9407648,-1.5299655,0.7002966,1.7499849,810382V44501049.jpg
8.011571,5.919237,4.6663814,3.2547014,0.15627623,2.6357543,-3.47585,-1.3147007,-6.096084,7.345593,-2.8201826,2.7084048,0.92013603,-2.9750593,0.61869764,0.9822703,-3.9805446,-2.3742127,-2.1499476,-0.34006804,2.775348,1.8893421,-0.077689536,7.32928,0.7613519,0.32553706,-3.3681026,-2.359412,-0.36217216,-2.3157597,-3.3994732,-2.8726919,1.7848703,2.1555004,-1.4717702,2.4174926,0.25711575,0.855765,0.9381626,3.1980867,1.9270222,-1.0374186,-2.540967,2.277238,-2.9585614,0.2343469,-0.2375428,0.65234506,-0.19739859,-0.45746583,-0.69701225,-0.034513555,-0.73995376,0.044343803,-0.87081975,1.6798851,-1.3909495,0.095762394,0.7177161,0.91102755,-3.2857556,0.6907863,1.775489,-0.7914776,810382V44506411.jpg
4.4375515,1.5256069,0.16470915,15.937631,-4.2904615,0.2162187,-6.169749,10.453685,0.17604454,4.511619,-4.0350895,2.0905452,1.5188165,1.3261151,-2.7278216,1.2327839,-0.6117404,-1.8061569,0.41625157,-0.4520416,0.6677042,1.0939747,0.24452953,1.5671484,-3.343288,0.4838416,-1.6074246,0.9641788,-0.2096177,2.020161,-0.23883228,-1.7744286,0.10548868,1.3309761,-0.83454597,-2.5995471,1.3413599,2.1004357,0.5924877,-0.99752694,2.5462337,0.77547497,-2.1083562,1.2734425,-0.29564577,0.30978206,3.9275973,1.2808317,1.7311478,-0.9862499,1.0702963,1.4652479,1.8703548,-2.0172133,1.2770662,0.8343677,2.7706442,-0.82664037,-2.0003922,-0.8499828,1.0562438,-1.5847262,1.0003487,0.29971838,810382V44507410.jpg
-6.7810197,2.5631664,3.5863729,11.1041765,-1.3397622,-0.1804,-0.73242,-5.8913093,-0.75406414,-3.27147,-2.5043907,-2.9279475,6.6151905,-5.8437557,-0.3882866,-4.236145,0.2150358,-2.9420588,-7.6613593,3.9023085,0.19977573,-1.2182723,-3.981445,-0.5808826,-3.2252722,-3.723164,-3.1331768,1.2847025,-1.2008934,0.074163124,0.01110425,0.02600321,-0.8616529,-1.2741953,2.021719,-1.7731961,2.4377785,-1.7103552,0.35976252,1.2962356,2.940791,-1.768076,0.024506165,-0.6232257,0.924926,1.5860562,0.5882903,0.7420136,1.7455467,1.5056226,-0.008260037,0.5459887,-0.06036575,1.5953903,1.3711513,-0.03660418,-1.0133325,-1.5589939,-0.1544567,-1.09601,1.224312,0.33558884,-0.7441061,0.68424124,821447VBL801280.jpg
-12.257689,1.0781003,-3.449168,13.019639,-1.2653503,-5.102431,-5.393645,-3.586032,-1.963791,1.317048,1.8522508,-2.6854568,7.3518543,-2.457039,-3.2758842,-0.048977982,1.872673,5.492378,-3.4991143,2.9458666,-0.49035957,3.2074873,-2.4925566,2.972443,-0.026236247,-3.9599478,0.3674816,-2.2000713,-1.4995638,1.0638424,-3.0327826,0.7774885,1.3720311,1.3425399,2.5746286,-1.8333828,-1.4976693,-2.009053,-1.5511446,-2.1654046,2.8490531,-2.7783544,0.0039837295,-1.2143599,0.22035281,-1.1030809,1.2201127,-1.0288268,-0.89896625,2.9972365,-0.558058,-2.4432018,-0.8819211,3.3799508,0.7263156,-2.6027663,-1.499624,0.10287917,-0.015533563,-1.8974048,1.1316545,-1.00157,0.47259152,-0.379586,821447VBL801315.jpg
