dim0,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32,dim33,dim34,dim35,dim36,dim37,dim38,dim39,dim40,dim41,dim42,dim43,dim44,dim45,dim46,dim47,dim48,dim49,dim50,dim51,dim52,dim53,dim54,dim55,dim56,dim57,dim58,dim59,dim60,dim61,dim62,dim63,name
-10.876787,5.842314,10.992727,-0.1330521,8.074831,3.0192835,-11.841759,1.3917214,3.7441885,-1.2235883,-1.8453219,2.7640471,1.1973095,-1.2825462,9.214394,-2.2837207,-1.9906827,2.0596006,1.762076,0.33916622,-4.030838,1.4588944,5.524597,3.0288014,-3.2963073,-1.40677,1.8432168,-1.0801262,1.6601123,3.8702812,6.5646095,1.8846068,-5.4994583,4.270951,2.470117,-1.4335091,2.7109978,1.3588511,-2.2928665,-0.30751193,1.5953305,3.8039768,-1.9578941,1.7210057,3.3687332,0.26566035,-0.08623499,-0.09825219,-1.3088946,-0.06662858,-1.7348368,-3.1719759,-0.13007614,0.47894022,0.86048794,2.5223694,-0.7047992,-0.16340174,0.46548307,1.9443984,1.3834875,-0.58704674,-0.99996495,-1.542951,770649V23301511.jpg
-0.592239,-7.194481,3.645714,-1.4049385,7.860315,6.60572,-2.9649153,3.7452037,2.200856,-5.9036164,-2.1357245,4.265811,-1.0385253,0.07941895,-0.47907498,3.7917786,4.555838,-1.3459737,3.1111639,0.15822676,-0.7037341,1.6661397,-0.9113289,-0.64578176,3.870482,-5.571742,-2.2325857,3.9127884,2.9818459,-1.329721,-0.42724672,2.2716546,-0.8650064,-1.2652273,-1.0420309,2.2818582,-1.2802982,2.316195,4.670441,0.94792604,1.6338625,-0.90417206,2.80318,0.816791,-1.5990424,0.7518983,-0.7878939,-1.5862035,0.18389763,-0.24867369,-1.4264486,1.1139162,0.38021043,1.1591339,2.596801,2.3743076,-1.8085915,0.05943217,-0.9831772,1.3538848,-0.3408116,0.120400675,-0.2499838,-0.5459786,770651V2Q301423.jpg
0.5075797,-6.569009,3.1006653,-2.1627088,8.249444,3.1941218,0.9861464,-0.52281445,2.2215393,2.8121588,-2.6959653,0.15301846,-0.9215568,-4.5421386,1.299273,0.48901227,1.4406457,-0.6562651,3.7391016,-1.503231,0.932658,-0.18029578,-0.6326029,-0.7833337,2.7082653,-1.6687461,0.53418887,0.46149796,0.5096906,-1.8049803,1.1065888,-0.4789415,3.7905242,-1.601103,1.0623026,0.8557246,1.3655134,0.7095418,1.499559,-0.814695,-0.19085066,0.8340164,3.3662586,-0.99610615,-0.788445,-0.25949657,0.80032134,3.0757174,-0.78291076,-0.36739543,0.13047978,-1.0386412,-0.42180875,1.0925132,-1.096174,-1.2136506,-1.0323361,-0.3003064,-0.46110612,0.08035362,-1.1046294,-0.15307382,-1.1415929,-0.8865089,770652V2Q301423.jpg
1.9804097,0.07776915,7.934477,-0.4467308,13.559224,1.2852589,-3.100632,0.9819449,7.4823394,-1.9299574,2.2554839,1.0262445,2.4521194,-2.6336005,4.095765,-0.30213493,0.98258114,-1.6119864,-0.29828954,-0.8540749,-0.5480338,3.5511298,-0.08526123,0.20250277,2.029478,1.0054127,-1.114687,-0.9116151,0.9014043,-0.24795653,3.323254,-1.1564506,3.58372,-0.46794507,3.2368007,1.4598446,3.2923467,2.1410801,-1.5402088,0.31809694,-0.46573457,-1.6861979,2.1433513,-1.3362384,0.34175107,1.3619112,2.0092382,3.1125643,0.84111017,0.35816738,-1.6517695,1.7035357,0.6917208,-0.6473381,-2.2179706,0.45215607,0.613282,1.2604609,-0.78919774,-0.042051032,-0.42073634,0.9488878,-0.23953487,-0.978377,770652V2Q301511.jpg
14.290663,-3.0278127,2.5611713,-4.1536922,7.808217,8.482998,-1.2318438,4.987937,1.897755,-8.587948,6.007783,5.4418416,-4.6440907,-2.0155432,1.6376815,3.7507095,-6.563384,0.8269898,-1.1369119,5.6640835,-4.068019,0.44945776,2.2228372,2.5657794,1.4762197,-3.100125,-3.238087,3.642327,-0.6387212,-0.4629589,-3.826977,-2.5703108,-1.793425,-0.10777272,-1.8883666,0.90078443,2.1681893,-0.32670355,-1.4429793,-0.98822814,1.3820966,2.273748,0.77478635,4.583852,-4.6800966,1.7599162,0.80131024,-1.2008835,-0.61070573,0.55020267,0.10171301,-0.096915156,-0.18066603,1.6900465,-1.1346633,-3.7936683,0.22085835,1.265399,0.42297444,-0.15288849,2.1899867,-0.77403396,-1.7887533,0.82724243,770653V2Q301504.jpg
-10.744348,-9.013904,3.1108105,-0.9382488,2.973854,1.8248297,2.5723107,-0.5969717,0.81465656,-1.8973644,-0.7933126,4.390866,-3.361834,0.10449917,-0.26039696,0.36845887,4.182887,0.42274716,-1.5733196,-1.7269014,2.6098857,0.81013906,-1.0269885,1.5799447,-0.7240577,1.4618211,3.603236,0.71928775,0.43476474,2.152046,-2.5171075,-1.7221271,-0.2620772,0.01232531,-0.8397628,-0.4363342,-1.0081453,-1.0999815,1.9926071,-1.3091842,-1.0640659,0.12864476,-0.10066512,-1.3628665,0.3871269,0.8527738,1.6867819,0.49961045,-1.0919659,2.2756197,0.69738364,-0.07783898,0.9143024,-0.45827857,-0.21762267,0.31080115,1.7697223,0.08513087,-0.37232223,1.4791048,0.75447476,-1.1591982,2.4047146,-0.019383486,770654V2Q301423.jpg
-12.144692,-1.881378,9.840567,-2.5136175,2.2651606,-4.167248,-5.818875,2.2407362,4.8425317,-1.7733757,-1.6399043,4.7203956,2.1733303,0.43265674,2.4273627,-6.053235,2.7960417,-2.725393,-4.10509,-6.706753,-0.6246566,2.7542472,-0.2779991,4.8034506,-3.086728,0.50143564,-0.8783169,-2.6527936,-2.6500769,2.319674,1.4702848,2.1849737,0.0024397941,2.2233543,0.98558956,4.1572313,-3.064486,-0.112987034,4.090586,-1.0207926,2.3666868,0.73665065,1.6607877,0.74959403,-2.048397,-2.409217,-1.931093,-0.7827921,1.3285779,0.50923526,-0.10665471,0.51141745,-0.039491255,-2.7728693,0.7490691,-1.2522439,2.1238678,-0.92562443,1.9168686,-0.038335275,1.2322973,2.1331253,0.6367592,1.6323892,770654V2Q301511.jpg
-9.361089,-2.411233,3.916304,3.299079,13.081201,-0.054396015,9.568178,1.0634251,-0.35237104,-0.51766664,0.36612585,1.9043797,-3.862579,1.3796164,-2.4395888,-0.9199984,1.2832851,-0.6458326,0.50900084,-0.7638668,0.57360274,0.707065,-0.5005987,-1.4647123,-1.8637223,1.9377725,-1.5861166,-2.8918643,-0.10908009,-2.4591107,-1.6743258,-1.6562264,0.67463684,-1.0994335,-0.95181805,2.4307778,1.420021,0.5284228,1.8797451,-0.28146362,-0.2322648,-0.7906322,-1.0338478,0.48091552,1.5922967,1.5025793,-1.6195916,-0.35815963,1.9049689,0.23923497,-0.7884956,-2.706908,0.5994354,0.040568836,-2.219196,-0.33028173,-0.105886236,1.4490082,0.08380365,0.5899654,-1.1668384,-1.3315946,0.26591635,0.20324433,770655V2Q301423.jpg
-1.7238249,5.9268136,11.700055,3.5518327,12.066991,-0.6346852,1.9761657,1.2633808,6.4836087,-5.602138,0.248489,2.475061,-0.3913464,4.291459,-3.3054554,-6.1792846,5.0532627,-1.1518368,-0.95637685,0.7158868,-4.248718,4.70822,1.5573303,-1.4259187,-0.16472146,4.3058767,-2.6506598,-3.6277242,-4.7759566,-0.55168444,1.7438529,-1.1597681,0.19951612,1.7223576,-0.470558,2.0238264,-0.62048405,0.08693175,-0.5084253,1.9931691,1.9655493,1.2555958,1.1411741,2.2798588,2.876565,2.4946127,0.2496775,-2.5123365,2.4712434,0.090611845,2.0756211,0.64314795,-2.5710285,0.6084537,-0.64097136,-1.9675822,0.64682794,0.44885507,-3.3409579,-0.40152457,-3.2320445,0.28771538,0.7954334,-0.26122364,770655V2Q301511.jpg
21.574512,3.1038136,-3.2252371,-0.781834,-4.0474195,1.8910605,4.0728927,-2.0226727,-2.6302402,0.039876506,4.552772,-3.8606694,-0.9232386,-1.4703904,4.0286293,-3.6994026,-0.17258924,-0.87706906,1.9562998,0.3263568,2.9067504,-1.0419292,1.5799354,-1.3361768,-2.5333536,-0.44722608,-3.0028799,-0.52298635,-1.1747516,0.22846706,0.1201409,0.77313846,1.3311169,0.9880584,1.3562592,-0.8435439,0.59025764,-0.12850074,1.2930192,0.028432187,1.2372204,-2.3409233,-0.3436466,1.3360527,0.2293635,-0.32040265,-0.5677308,-0.20360193,-0.9689258,0.69725084,-0.23967382,3.1286974,0.71461403,-1.3989477,0.41359615,0.49061882,-0.34673083,-0.8239836,-1.3153067,-1.12208,1.9264536,0.26642597,-2.7356834,-1.2296476,779517V44501251.jpg
2.8043554,0.31878665,-2.4975536,4.3914785,-9.272318,-2.0689363,1.2401767,-3.6499803,-1.156339,-4.150617,4.821493,-4.005946,1.4222491,-0.8105911,5.1918926,-1.3804199,4.6810317,-3.4960876,5.714482,-1.957447,2.2893164,-2.3395927,3.6999648,-0.10927938,-0.5144417,-0.34253612,0.961246,1.6983048,0.50972426,1.9814978,-0.0920602,-0.013928561,-0.33196965,-1.2991505,0.2889641,-0.6386155,-2.8104424,1.2394571,-0.13446577,0.5248479,0.6471811,-3.2010787,0.022091256,3.771987,-1.6549295,-2.6481824,-1.1252444,-0.058569603,1.3863416,0.7545859,-0.57303417,0.18528889,1.1754723,-1.457107,2.325905,-0.41066942,-0.35678485,2.517819,-1.8919996,-2.2220473,-1.6886518,-2.4945984,-1.0972493,0.40635255,779517V44508045.jpg
